,journal,title,year,doi,novel_taxon,geography,age1,age2,genus_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,genus_y,Plantae,Animalia,Bilateria,Deuterostomia,Protostomia,Brachiopoda,Echinodermata,Gastropoda,Mollusca,Arthropoda,Insecta,Ostracoda,Trilobita,Chordata,Vertebrata,Actinopterygii,Chondrichthyes,Tetrapodomorpha,Tetrapoda,Amniota,Diapsida,Synapsida,Therapsida,Sauropsida,Squamata,Archosauromorpha,Testudinata,Pseudosuchia,Pterosauria,Dinosauromorpha,Dinosauria,Ornithischia,Saurischia,Theropoda,Mammaliaformes,Marsupialiformes,Placentalia,Primates,Carnivora,Rodentia,Artiodactyla,Perissodactyla,Theria,Avialae,Aves,classification,publication_year_bin
20,Nature,First North American fossil monkey and early Miocene tropical biotic interchange,2016,10.1038/nature17415,Panamacebus transitus,Panama,Cenozoic,Miocene,Panamacebus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Haplorhini,Anthropoidea,Platyrrhini,Cebidae,Panamacebus,,,,,,,,,,,,,,,,Panamacebus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",2015-2019
21,Nature,Meiofaunal deuterostomes from the basal Cambrian of Shaanxi (China),2017,10.1038/nature21072,Saccorhytus coronarius,China,Paleozoic,Cambrian,Saccorhytus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Saccorhytida,Saccorhytidae,Saccorhytus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saccorhytus,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-chordate deuterostomes,2015-2019
22,Nature,Late middle Eocene epoch of Libya yields earliest known radiation of African anthropoids,2010,10.1038/nature09425,Karanisia arenula,Libya,Cenozoic,Eocene,Karanisia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Strepsirrhini,Karanisia,,,,,,,,,,,,,,,,,,,Karanisia,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",2010-2014
23,Nature,Late middle Eocene epoch of Libya yields earliest known radiation of African anthropoids,2010,10.1038/nature09425,Afrotarsius libycus,Libya,Cenozoic,Eocene,Afrotarsius,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Haplorhini,Anthropoidea,Afrotarsiidae,Afrotarsius,,,,,,,,,,,,,,,,,Afrotarsius,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",2010-2014
24,Nature,Late middle Eocene epoch of Libya yields earliest known radiation of African anthropoids,2010,10.1038/nature09425,Talahpithecus parvus,Libya,Cenozoic,Eocene,Talahpithecus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Haplorhini,Anthropoidea,Oligopithecidae,Talahpithecus,,,,,,,,,,,,,,,,,Talahpithecus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",2010-2014
25,Nature,Amphibious flies and paedomorphism in the Jurassic period,2013,10.1038/nature11898,Strashila daohugouensis,China,Mesozoic,Jurassic,Strashila,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Mandibulata,Pancrustacea,Altocrustacea,Allotriocarida,Athalassocarida,Labiocarida,Hexapoda,Cercofilata,Insecta,Dicondylia,Paranotalia,Pterygota,Neopterygota,Neoptera,Holometabola,Aparaglossata,Panorpida,Antliophora,Diptera,Nematocera,Strashilidae,Strashila,,,,,,,,,,,,,,,,,,,,,,,,Strashila,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (insects),2010-2014
26,Nature,New Oligocene primate from Saudi Arabia and the divergence of apes and Old World monkeys,2010,10.1038/nature09094,Saadanius hijazensis,Saudi Arabia,Cenozoic,Oligocene,Saadanius,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Haplorhini,Anthropoidea,Catarrhini,Saadanioidea,Saadaniidae,Saadanius,,,,,,,,,,,,,,,Saadanius,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",2010-2014
27,Nature,A complete insect from the Late Devonian period,2012,10.1038/nature11281,Strudiella devonica,Belgium,Paleozoic,Devonian,Strudiella,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Mandibulata,Pancrustacea,Altocrustacea,Allotriocarida,Athalassocarida,Labiocarida,Hexapoda,Cercofilata,Insecta,Dicondylia,Strudiella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strudiella,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (insects),2010-2014
28,Nature,A new Mongolian tyrannosauroid and the evolution of Eutyrannosauria,2025,10.1038/s41586-025-08964-6,Khankhuuluu mongoliensis,Mongolia,Mesozoic,Cretaceous,Khankhuuluu,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Tyrannosauroidea,Khankhuuluu,,,,,,,,,,,,,,Khankhuuluu,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, saurischians (theropods)",2020-2026
29,Nature,The oldest known primate skeleton and early haplorhine evolution,2013,10.1038/nature12200,Archicebus achilles,China,Cenozoic,Eocene,Archicebus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Euarchonta,Primates,Haplorhini,Tarsiiformes,Archicebidae,Archicebus,,,,,,,,,,,,,,,,,Archicebus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,"Mammals, placental (primates)",2010-2014
30,Nature,New reptile shows dinosaurs and pterosaurs evolved among diverse precursors,2023,10.1038/s41586-023-06359-z,Venetoraptor gassenae,Brazil,Mesozoic,Triassic,Venetoraptor,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Pterosauromorpha,Lagerpetidae,Venetoraptor,,,,,,,,,,,,,,,,,,,,,,Venetoraptor,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Early archosauromorphs,2020-2026
31,Nature,An enigmatic plant-eating theropod from the Late Jurassic period of Chile,2015,10.1038/nature14307,Chilesaurus diegosuarezi,Chile,Mesozoic,Jurassic,Chilesaurus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Ornithischia,Chilesaurus,,,,,,,,,,,,,,,,,,,,Chilesaurus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, ornithischians",2015-2019
32,Nature,A basal ichthyosauriform with a short snout from the Lower Triassic of China,2014,10.1038/nature13866,Cartorhynchus lenticarpus,China,Mesozoic,Triassic,Cartorhynchus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Ichthyosauromorpha,Ichthyosauriformes,Nasorostra,Cartorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cartorhynchus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-archosauromorph diapsids,2010-2014
33,Nature,A Silurian placoderm with osteichthyan-like marginal jaw bones,2013,10.1038/nature12617,Entelognathus primordialis,China,Paleozoic,Silurian,Entelognathus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Placodermi,Entelognathus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entelognathus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (misc. fish),2010-2014
34,Nature,A new avialan theropod from an emerging Jurassic terrestrial fauna,2023,10.1038/s41586-023-06513-7,Fujianvenator prodigiosus,China,Mesozoic,Jurassic,Fujianvenator,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Avialae,Fujianvenator,,,,,,,,,,,,,Fujianvenator,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,"Dinosaurs, saurischians (avians)",2020-2026
35,Nature,Giant stem tetrapod was apex predator in Gondwanan late Palaeozoic ice age,2024,10.1038/s41586-024-07572-0,Gaiasia jennyae,Namibia,Paleozoic,Carboniferous,Gaiasia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Gaiasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaiasia,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Amphibians and friends,2020-2026
36,Nature,Earliest short-tailed bird from the Late Jurassic of China,2025,10.1038/s41586-024-08410-z,Baminornis zhenghensis,China,Mesozoic,Jurassic,Baminornis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Avialae,Baminornis,,,,,,,,,,,,,Baminornis,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,"Dinosaurs, saurischians (avians)",2020-2026
37,Nature,Specialized appendages in fuxianhuiids and the head organization of early euarthropods,2013,10.1038/nature11874,Chengjiangocaris kunmingensis,China,Paleozoic,Cambrian,Chengjiangocaris,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Fuxianhuiida,Chengjiangocarididae,Chengjiangocaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chengjiangocaris,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2010-2014
38,Nature,Specialized appendages in fuxianhuiids and the head organization of early euarthropods,2013,10.1038/nature11874,Fuxianhuia xiaoshibaensis,China,Paleozoic,Cambrian,Fuxianhuia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Fuxianhuiida,Fuxianhuiidae,Fuxianhuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuxianhuia,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2010-2014
39,Nature,An armoured Cambrian lobopodian from China with arthropod-like appendages,2011,10.1038/nature09704,Diania cactiformis,China,Paleozoic,Cambrian,Diania,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Onychophora,Diania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diania,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Protostomes (other),2010-2014
40,Nature,Eocene lizard from Germany reveals amphisbaenian origins,2011,10.1038/nature09919,Cryptolacerta hassiaca,Germany,Cenozoic,Eocene,Cryptolacerta,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Squamata,Episquamata,Lacertoidea,Lacertidae,Cryptolacerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cryptolacerta,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Squamates,2010-2014
41,Nature,Late Cretaceous neornithine from Europe illuminates the origins of crown birds,2020,10.1038/s41586-020-2096-0,Asteriornis maastrichtensis,Belgium,Mesozoic,Cretaceous,Asteriornis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Paraves,Aves,Neornithes,Neognathae,Pangalloanserae,Asteriornis,,,,,,,,,Asteriornis,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,"Dinosaurs, saurischians (avians)",2020-2026
42,Nature,A Triassic stem lepidosaur illuminates the origin of lizard-like reptiles,2021,10.1038/s41586-021-03834-3,Taytalura alcoberi ,Argentina,Mesozoic,Triassic,Taytalura,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Eosuchia,Neodiapsida,Sauria,Lepidosauromorpha,Taytalura,,,,,,,,,,,,,,,,,,,,,,,,,,,Taytalura,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-archosauromorph diapsids,2020-2026
43,Nature,Cretaceous bird from Brazil informs the evolution of the avian skull and brain,2024,10.1038/s41586-024-08114-4,Navaornis hestiae ,Brazil,Mesozoic,Cretaceous,Navaornis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Avialae,Ornithothoraces,Enantiornithes,Navaornis,,,,,,,,,,,Navaornis,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,"Dinosaurs, saurischians (avians)",2020-2026
44,Nature,Africa’s oldest dinosaurs reveal early suppression of dinosaur distribution,2022,10.1038/s41586-022-05133-x,Mbiresaurus raathi ,Zimbabwe,Mesozoic,Triassic,Mbiresaurus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Sauropodomorpha,Mbiresaurus,,,,,,,,,,,,,,,,,,,Mbiresaurus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"Dinosaurs, saurischians (non-theropods)",2020-2026
45,Nature,A Silurian armoured aplacophoran and implications for molluscan phylogeny,2012,10.1038/nature11328,Kulindroplax perissokomos,United Kingdom,Paleozoic,Silurian,Kulindroplax,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Aculifera,Paleoloricata,Kulindroplax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kulindroplax,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
46,Nature,Organ systems of a Cambrian euarthropod larva,2024,10.1038/s41586-024-07756-8,Youti yuanshi ,China,Paleozoic,Cambrian,Youti,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Youti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youti,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2020-2026
47,Nature,Three new Jurassic euharamiyidan species reinforce early divergence of mammals,2014,10.1038/nature13718,Shenshou lui,China,Mesozoic,Jurassic,Shenshou,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Euharamiyida,Shenshou,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shenshou,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Non-therian mammaliaforms,2010-2014
48,Nature,Three new Jurassic euharamiyidan species reinforce early divergence of mammals,2014,10.1038/nature13718,Xianshou linglong,China,Mesozoic,Jurassic,Xianshou,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Euharamiyida,Kermackodontidae,Xianshou,,,,,,,,,,,,,,,,,,,,,,,,,,,Xianshou,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Non-therian mammaliaforms,2010-2014
49,Nature,Three new Jurassic euharamiyidan species reinforce early divergence of mammals,2014,10.1038/nature13718,Xianshou songa,China,Mesozoic,Jurassic,Xianshou,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Euharamiyida,Kermackodontidae,Xianshou,,,,,,,,,,,,,,,,,,,,,,,,,,,Shenshou,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Non-therian mammaliaforms,2010-2014
